state,timestamp,timeseries_votes,eevp,Trump Share,Biden Share,Votes_Remaining_File,state_last_updated,Total_Votes,Total_Absentee_Votes,Trump_Votes,Trump_Absentee_Votes,Biden_Votes,Biden_Absentee_Votes,Jorgensen_Votes,Jorgensen_Absentee_Votes,Counties_Total_Votes,Counties_Total_Absentee_Votes,Counties_Total_Max_Absentee_Ballots,Counties_Trump_Votes,Counties_Trump_Absentee_Votes,Counties_Biden_Votes,Counties_Biden_Absentee_Votes,Counties_Jorgensen_Votes,Counties_Jorgensen_Absentee_Votes,Precinct_Metadata_Filename,Precinct_Meta_Counties_Total_Votes,Precinct_Meta_Counties_Total_Electionday_Votes,Precinct_Meta_Counties_Total_Absentee_Votes,Precinct_Meta_Counties_Total_Provisional_Votes,Precinct_Meta_Counties_uncounted_mail_ballots,Precinct_Meta_Counties_Trump_Votes,Precinct_Meta_Counties_Trump_Electionday_Votes,Precinct_Meta_Counties_Trump_Absentee_Votes,Precinct_Meta_Counties_Trump_Provisional_Votes,Precinct_Meta_Counties_Biden_Votes,Precinct_Meta_Counties_Biden_Electionday_Votes,Precinct_Meta_Counties_Biden_Absentee_Votes,Precinct_Meta_Counties_Biden_Provisional_Votes,Precinct_Meta_Counties_Jorgensen_Votes,Precinct_Meta_Counties_Jorgensen_Electionday_Votes,Precinct_Meta_Counties_Jorgensen_Absentee_Votes,Precinct_Meta_Counties_Jorgensen_Provisional_Votes,Precincts_Total_Votes,Precincts_Trump_Votes,Precincts_Biden_Votes,Precincts_Jorgensen_Votes
Pennsylvania,2020-11-10T18:32:56Z,6776102,98,0.49,0.497,27d953e8ac5c03621c257937b9cda885bb592bcb.json,2020-11-10T18:32:56Z,6776102,1171022,3321570,233869,3369182,926706,77697,9685,6783075,1171022,426583,3321570,233869,3369182,926706,77697,9685,PAGeneralConcatenator-2020-11-10T18-35-59.975Z.json,6762971,4188338,2563776,10857,52998,3319006,2727782,584960,6264,3366363,1407299,1954631,4433,77602,53257,24185,160,2125017,751751,1348391,20576
Pennsylvania,2020-11-10T18:38:47Z,6776417,98,0.49,0.497,de4a0b2a993fafa1b7e38575aa56a4551f8f8822.json,2020-11-10T18:38:47Z,6776417,1171022,3321791,233869,3369274,926706,77699,9685,6783390,1171022,426583,3321791,233869,3369274,926706,77699,9685,PAGeneralConcatenator-2020-11-10T18-41-04.227Z.json,6763286,4188338,2563776,11172,52998,3319227,2727782,584960,6485,3366455,1407299,1954631,4525,77604,53257,24185,162,2125017,751751,1348391,20576
Pennsylvania,2020-11-10T19:18:50Z,6776558,98,0.49,0.497,045f05da0638c8cc21c1a8d76a4b9eb498f5a470.json,2020-11-10T19:18:50Z,6776558,1171022,3321911,233869,3369292,926706,77702,9685,6783531,1171022,426583,3321911,233869,3369292,926706,77702,9685,PAGeneralConcatenator-2020-11-10T19-20-57.389Z.json,6763427,4188338,2563776,11313,52924,3319347,2727782,584960,6605,3366473,1407299,1954631,4543,77607,53257,24185,165,2125161,751873,1348410,20579
Pennsylvania,2020-11-10T19:40:51Z,6777149,98,0.49,0.497,419baf58884caae4c4ccca24d72997ab07de3460.json,2020-11-10T19:40:51Z,6777149,1171022,3322284,233869,3369499,926706,77713,9685,6784122,1171022,426583,3322284,233869,3369499,926706,77713,9685,PAGeneralConcatenator-2020-11-10T19-40-45.380Z.json,6764018,4188343,2564159,11516,52924,3319720,2727787,585171,6762,3366680,1407299,1954797,4584,77618,53257,24191,170,2125161,751873,1348410,20579
Pennsylvania,2020-11-10T20:14:48Z,6777366,98,0.49,0.497,64f4ad3746f6f401223eec6fd69d7a53ebc0608f.json,2020-11-10T20:14:48Z,6777366,1171022,3322366,233869,3369626,926706,77721,9685,6784339,1171022,426583,3322366,233869,3369626,926706,77721,9685,PAGeneralConcatenator-2020-11-10T20-16-19.372Z.json,6764250,4188341,2564389,11520,52924,3319812,2727785,585262,6765,3366811,1407299,1954927,4585,77627,53257,24200,170,2125161,751873,1348410,20579
Pennsylvania,2020-11-10T20:22:48Z,6777703,98,0.49,0.497,c9c9e8f69dd6dda6d994e3367421f2eb14232d3d.json,2020-11-10T20:22:48Z,6777703,1171022,3322490,233869,3369832,926706,77728,9685,6784676,1171022,426583,3322490,233869,3369832,926706,77728,9685,PAGeneralConcatenator-2020-11-10T20-16-19.372Z.json,6764250,4188341,2564389,11520,52924,3319812,2727785,585262,6765,3366811,1407299,1954927,4585,77627,53257,24200,170,2125161,751873,1348410,20579
Pennsylvania,2020-11-10T20:34:48Z,6778126,98,0.49,0.497,04ba6e356b7b15caf3a75c02c4c7608e00651f54.json,2020-11-10T20:34:48Z,6778126,1171022,3322745,233869,3369991,926706,77737,9685,6785099,1171022,426583,3322745,233869,3369991,926706,77737,9685,PAGeneralConcatenator-2020-11-10T20-35-54.217Z.json,6765010,4188341,2564733,11936,52924,3320191,2727785,585392,7014,3367176,1407299,1955134,4743,77643,53257,24207,179,2125498,751997,1348616,20586
Pennsylvania,2020-11-10T20:48:48Z,6778132,98,0.49,0.497,284217cc8e529e8a4e19fb740559255d0a63e8ee.json,2020-11-10T20:48:48Z,6778132,1171022,3322751,233869,3369991,926706,77737,9685,6785105,1171022,426583,3322751,233869,3369991,926706,77737,9685,PAGeneralConcatenator-2020-11-10T20-35-54.217Z.json,6765010,4188341,2564733,11936,52924,3320191,2727785,585392,7014,3367176,1407299,1955134,4743,77643,53257,24207,179,2125498,751997,1348616,20586
Pennsylvania,2020-11-10T20:51:49Z,6778137,98,0.49,0.497,284217cc8e529e8a4e19fb740559255d0a63e8ee.json,2020-11-10T20:48:48Z,6778132,1171022,3322751,233869,3369991,926706,77737,9685,6785105,1171022,426583,3322751,233869,3369991,926706,77737,9685,PAGeneralConcatenator-2020-11-10T20-35-54.217Z.json,6765010,4188341,2564733,11936,52924,3320191,2727785,585392,7014,3367176,1407299,1955134,4743,77643,53257,24207,179,2125498,751997,1348616,20586
Pennsylvania,2020-11-10T20:52:48Z,6778369,98,0.49,0.497,f7c6cb380822355c102672bdf644733e9d391111.json,2020-11-10T20:52:48Z,6778369,1171022,3322929,233869,3370045,926706,77742,9685,6785342,1171022,426583,3322929,233869,3370045,926706,77742,9685,PAGeneralConcatenator-2020-11-10T21-05-48.077Z.json,6765253,4188341,2564973,11939,52924,3320375,2727785,585573,7017,3367230,1407299,1955188,4743,77648,53257,24212,179,2127892,752185,1350807,20596
Pennsylvania,2020-11-10T21:14:48Z,6778588,98,0.49,0.497,6e7c1cdb70a1f1967c9a88d252b54227944d05a7.json,2020-11-10T21:14:48Z,6778588,1171022,3323093,233869,3370096,926706,77746,9685,6785561,1171022,426583,3323093,233869,3370096,926706,77746,9685,PAGeneralConcatenator-2020-11-10T21-16-31.058Z.json,6765472,4188341,2564956,12175,52924,3320539,2727785,585565,7189,3367281,1407299,1955178,4804,77652,53257,24213,182,2127892,752185,1350807,20596
Pennsylvania,2020-11-10T21:28:48Z,6779014,98,0.49,0.497,c997adf8fffd9ad8996c2326eeb7c514f4a96973.json,2020-11-10T21:28:48Z,6779014,1171022,3323264,233869,3370342,926706,77755,9685,6785987,1171022,426583,3323264,233869,3370342,926706,77755,9685,PAGeneralConcatenator-2020-11-10T21-30-56.943Z.json,6765898,4188341,2565382,12175,52924,3320710,2727785,585736,7189,3367527,1407299,1955424,4804,77661,53257,24222,182,2127892,752185,1350807,20596
Pennsylvania,2020-11-10T21:44:48Z,6779244,98,0.49,0.497,c997adf8fffd9ad8996c2326eeb7c514f4a96973.json,2020-11-10T21:28:48Z,6779014,1171022,3323264,233869,3370342,926706,77755,9685,6785987,1171022,426583,3323264,233869,3370342,926706,77755,9685,PAGeneralConcatenator-2020-11-10T21-30-56.943Z.json,6765898,4188341,2565382,12175,52924,3320710,2727785,585736,7189,3367527,1407299,1955424,4804,77661,53257,24222,182,2127892,752185,1350807,20596
Pennsylvania,2020-11-10T21:50:47Z,6779348,98,0.49,0.497,a0f7ab22d887f2f8fc522eccecee54caec25a357.json,2020-11-10T21:50:47Z,6779348,1171022,3323530,233869,3370405,926706,77760,9685,6786321,1171022,426583,3323530,233869,3370405,926706,77760,9685,PAGeneralConcatenator-2020-11-10T21-50-59.998Z.json,6766232,4188341,2565438,12453,52924,3320976,2727785,585763,7428,3367590,1407299,1955452,4839,77666,53257,24223,186,2127892,752185,1350807,20596
Pennsylvania,2020-11-10T22:14:50Z,6780547,98,0.49,0.497,a0f7ab22d887f2f8fc522eccecee54caec25a357.json,2020-11-10T21:50:47Z,6779348,1171022,3323530,233869,3370405,926706,77760,9685,6786321,1171022,426583,3323530,233869,3370405,926706,77760,9685,PAGeneralConcatenator-2020-11-10T21-50-59.998Z.json,6766232,4188341,2565438,12453,52924,3320976,2727785,585763,7428,3367590,1407299,1955452,4839,77666,53257,24223,186,2127892,752185,1350807,20596
Pennsylvania,2020-11-10T22:18:47Z,6781103,98,0.49,0.497,5c9f21b31823335f645c2bbb6922e7db92bc46a6.json,2020-11-10T22:18:47Z,6781103,1171022,3324750,233869,3370969,926706,77776,9685,6788121,1171022,426583,3324750,233869,3370969,926706,77776,9685,PAGeneralConcatenator-2020-11-10T22-15-16.940Z.json,6768909,4188341,2566162,14406,52924,3322476,2727785,586017,8674,3368739,1407299,1955915,5525,77694,53257,24230,207,2127892,752185,1350807,20596
Pennsylvania,2020-11-10T22:30:48Z,6781110,98,0.49,0.497,0b98531af887b3cc70e40c47181b5aed4fa0da3a.json,2020-11-10T22:30:48Z,6781110,1171022,3324751,233869,3370974,926706,77777,9685,6788128,1171022,426583,3324751,233869,3370974,926706,77777,9685,PAGeneralConcatenator-2020-11-10T22-32-38.928Z.json,6769517,4188982,2565719,14816,52924,3322973,2728389,585549,9035,3368845,1407336,1955937,5572,77699,53257,24233,209,2127902,752190,1350812,20596
Pennsylvania,2020-11-10T22:57:46Z,6781120,98,0.49,0.497,e6c2a442f358c0e4ee76f0d0426d5dd2ffe69ed0.json,2020-11-10T22:57:46Z,6781120,1171022,3324756,233869,3370979,926706,77777,9685,6788138,1171022,426583,3324756,233869,3370979,926706,77777,9685,PAGeneralConcatenator-2020-11-10T22-32-38.928Z.json,6769517,4188982,2565719,14816,52924,3322973,2728389,585549,9035,3368845,1407336,1955937,5572,77699,53257,24233,209,2127902,752190,1350812,20596
Pennsylvania,2020-11-10T23:04:48Z,6781913,98,0.49,0.497,e6c2a442f358c0e4ee76f0d0426d5dd2ffe69ed0.json,2020-11-10T22:57:46Z,6781120,1171022,3324756,233869,3370979,926706,77777,9685,6788138,1171022,426583,3324756,233869,3370979,926706,77777,9685,PAGeneralConcatenator-2020-11-10T22-32-38.928Z.json,6769517,4188982,2565719,14816,52924,3322973,2728389,585549,9035,3368845,1407336,1955937,5572,77699,53257,24233,209,2127902,752190,1350812,20596
Pennsylvania,2020-11-10T23:10:47Z,6781994,98,0.49,0.497,f931b39cde0c1b812714efa2fe758de43b2db9f4.json,2020-11-10T23:10:47Z,6781994,1171022,3325343,233869,3371254,926706,77789,9685,6789012,1171022,426583,3325343,233869,3371254,926706,77789,9685,PAGeneralConcatenator-2020-11-10T23-11-19.379Z.json,6770391,4188982,2565800,15609,49174,3323560,2728389,585590,9581,3369120,1407336,1955976,5808,77711,53257,24234,220,2127902,752190,1350812,20596
Pennsylvania,2020-11-10T23:30:47Z,6783129,98,0.49,0.497,720ea858397b5942c01f32e8c0b9288fdac8c474.json,2020-11-10T23:30:47Z,6783129,1171022,3326023,233869,3371682,926706,77816,9685,6790147,1171022,426583,3326023,233869,3371682,926706,77816,9685,PAGeneralConcatenator-2020-11-10T23-31-18.839Z.json,6771526,4188982,2566159,16385,49174,3324240,2728389,585732,10119,3369548,1407336,1956175,6037,77738,53257,24252,229,2127902,752190,1350812,20596
Pennsylvania,2020-11-10T23:42:48Z,6783167,98,0.49,0.497,7e9d5ac68a57e245b61b049f6662b5b6e1a71e00.json,2020-11-10T23:42:48Z,6783167,1171022,3326035,233869,3371708,926706,77816,9685,6790185,1171022,426583,3326035,233869,3371708,926706,77816,9685,PAGeneralConcatenator-2020-11-11T00-16-54.249Z.json,6772101,4188982,2566197,16922,49174,3324482,2728389,585744,10349,3369873,1407336,1956201,6336,77746,53257,24252,237,2128440,752420,1351111,20604
Pennsylvania,2020-11-11T02:59:45Z,6783854,98,0.49,0.497,7e9d5ac68a57e245b61b049f6662b5b6e1a71e00.json,2020-11-10T23:42:48Z,6783167,1171022,3326035,233869,3371708,926706,77816,9685,6790185,1171022,426583,3326035,233869,3371708,926706,77816,9685,PAGeneralConcatenator-2020-11-11T00-16-54.249Z.json,6772101,4188982,2566197,16922,49174,3324482,2728389,585744,10349,3369873,1407336,1956201,6336,77746,53257,24252,237,2128440,752420,1351111,20604
Pennsylvania,2020-11-11T03:14:54Z,6784459,98,0.49,0.497,3077e00092a7c30dd0d927b46fb9e9893df56b0e.json,2020-11-11T03:13:44Z,6783854,1230231,3326327,252967,3372069,966208,77845,10294,6791477,1230231,426583,3326687,252967,3372303,966208,77856,10294,PAGeneralConcatenator-2020-11-11T03-01-18.012Z.json,6772101,4188982,2566197,16922,49174,3324482,2728389,585744,10349,3369873,1407336,1956201,6336,77746,53257,24252,237,2128440,752420,1351111,20604
Pennsylvania,2020-11-11T13:42:49Z,6786843,98,0.49,0.497,c3e18d65130fd0c98795a470daa7d4445827f273.json,2020-11-11T13:42:49Z,6786843,1230231,3326872,252967,3374492,966208,77866,10294,6793861,1230231,426583,3326872,252967,3374492,966208,77866,10294,PAGeneralConcatenator-2020-11-11T13-45-43.557Z.json,6775772,4189001,2569263,17508,49174,3325319,2728403,586221,10695,3372657,1407340,1958751,6566,77796,53258,24291,247,2128440,752420,1351111,20604
Pennsylvania,2020-11-11T14:54:47Z,6787788,98,0.49,0.497,3d9aaea73f47eae428283384fc00cfbf09a01106.json,2020-11-11T14:54:47Z,6787788,1230231,3327554,252967,3375145,966208,77884,10294,6795214,1230231,426583,3327554,252967,3375145,966208,77884,10294,PAGeneralConcatenator-2020-11-11T14-55-29.421Z.json,6778457,4189015,2570018,19424,49174,3326584,2728409,586481,11694,3374027,1407348,1959220,7459,77846,53258,24317,271,2128440,752420,1351111,20604
Pennsylvania,2020-11-11T16:40:52Z,6787846,98,0.49,0.497,838ae8c4bf4bfce9a76e655dfa583901ebf26d0f.json,2020-11-11T16:40:52Z,6787846,1230231,3327576,252967,3375179,966208,77886,10294,6795272,1230231,426583,3327576,252967,3375179,966208,77886,10294,PAGeneralConcatenator-2020-11-11T17-13-22.569Z.json,6778515,4189015,2570076,19424,50578,3326606,2728409,586503,11694,3374061,1407348,1959254,7459,77848,53258,24319,271,2128440,752420,1351111,20604
Pennsylvania,2020-11-11T17:46:47Z,6790231,98,0.49,0.497,7b910acbab4416d648725569a8cacee8aab40953.json,2020-11-11T17:46:47Z,6790231,1232610,3328154,253545,3376950,967979,77916,10324,6797657,1232610,426583,3328154,253545,3376950,967979,77916,10324,PAGeneralConcatenator-2020-11-11T17-46-13.430Z.json,6778515,4189015,2570076,19424,50578,3326606,2728409,586503,11694,3374061,1407348,1959254,7459,77848,53258,24319,271,2128440,752420,1351111,20604
Pennsylvania,2020-11-11T20:18:49Z,6791624,98,0.49,0.497,7b910acbab4416d648725569a8cacee8aab40953.json,2020-11-11T17:46:47Z,6790231,1232610,3328154,253545,3376950,967979,77916,10324,6797657,1232610,426583,3328154,253545,3376950,967979,77916,10324,PAGeneralConcatenator-2020-11-11T17-46-13.430Z.json,6778515,4189015,2570076,19424,50578,3326606,2728409,586503,11694,3374061,1407348,1959254,7459,77848,53258,24319,271,2128440,752420,1351111,20604
Pennsylvania,2020-11-11T20:21:53Z,6793681,98,0.49,0.497,5d96cca6d2236a9fdea7688b3602aaaf643972de.json,2020-11-11T20:21:53Z,6793681,1234658,3329152,254005,3379367,969548,77942,10343,6801107,1234658,426583,3329152,254005,3379367,969548,77942,10343,PAGeneralConcatenator-2020-11-11T20-31-19.396Z.json,6784335,4189536,2575375,19424,50578,3328182,2728746,587742,11694,3378249,1407529,1963261,7459,77904,53261,24372,271,2128440,752420,1351111,20604
Pennsylvania,2020-11-11T21:47:03Z,6793689,98,0.49,0.497,94a36c66a94553a187bc57d5465f8718c9b220cf.json,2020-11-11T21:47:03Z,6793689,1234658,3329157,254005,3379370,969548,77942,10343,6801115,1234658,426583,3329157,254005,3379370,969548,77942,10343,PAGeneralConcatenator-2020-11-11T21-50-46.218Z.json,6784343,4189536,2575383,19424,50578,3328187,2728746,587747,11694,3378252,1407529,1963264,7459,77904,53261,24372,271,2128440,752420,1351111,20604
Pennsylvania,2020-11-11T23:08:53Z,6796105,98,0.49,0.498,70de9c0f86880a25d7bfa058ebe5a8aec344726e.json,2020-11-11T23:08:53Z,6796105,1237062,3329726,254574,3381173,971351,77974,10375,6796105,1236651,426583,3329726,254574,3381173,971351,77974,10375,PAGeneralConcatenator-2020-11-12T01-37-29.185Z.json,6784343,4189536,2575383,19424,45169,3328187,2728746,587747,11694,3378252,1407529,1963264,7459,77904,53261,24372,271,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T02:06:47Z,6796423,98,0.49,0.498,f91eb3b3e487da7760e69fe166de8c824bf3438f.json,2020-11-12T02:06:47Z,6796423,1237062,3329743,254574,3381474,971351,77974,10375,6796423,1236651,426583,3329743,254574,3381474,971351,77974,10375,PAGeneralConcatenator-2020-11-12T02-10-58.156Z.json,6787065,4189536,2578105,19424,45169,3328773,2728746,588333,11694,3380356,1407529,1965368,7459,77936,53261,24404,271,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T02:23:25Z,6800799,99,0.49,0.498,cc6ffd8f921a4b3fd5f96aab4497f6fb1e8cc969.json,2020-11-12T02:23:25Z,6800799,1237062,3331370,254574,3384164,971351,78009,10375,6800799,1236651,426583,3331370,254574,3384164,971351,78009,10375,PAGeneralConcatenator-2020-11-12T02-10-58.156Z.json,6787065,4189536,2578105,19424,45169,3328773,2728746,588333,11694,3380356,1407529,1965368,7459,77936,53261,24404,271,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T02:27:30Z,6802504,99,0.49,0.498,c743948e931233d12b6cd3fc1ff0ed94160e20b9.json,2020-11-12T02:27:30Z,6802504,1237062,3332096,254574,3385143,971351,78009,10375,6802504,1236651,426583,3332096,254574,3385143,971351,78009,10375,PAGeneralConcatenator-2020-11-12T02-10-58.156Z.json,6787065,4189536,2578105,19424,45169,3328773,2728746,588333,11694,3380356,1407529,1965368,7459,77936,53261,24404,271,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T02:36:41Z,6804083,99,0.49,0.498,0bf7345846d0f768ccaf756ea60abc5076569337.json,2020-11-12T02:36:41Z,6804083,1237062,3332215,254574,3385459,971351,78025,10375,6804083,1236651,426583,3332215,254574,3385459,971351,78025,10375,PAGeneralConcatenator-2020-11-12T02-10-58.156Z.json,6787065,4189536,2578105,19424,45169,3328773,2728746,588333,11694,3380356,1407529,1965368,7459,77936,53261,24404,271,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T14:46:56Z,6804278,99,0.49,0.498,12c66e53a45f854940e54d0d43021a0d27600086.json,2020-11-12T14:46:56Z,6804278,1237062,3332382,254574,3385521,971351,78032,10375,6804278,1236651,426583,3332382,254574,3385521,971351,78032,10375,PAGeneralConcatenator-2020-11-12T14-50-47.541Z.json,6787301,4189536,2578178,19587,45169,3328940,2728746,588367,11827,3380418,1407529,1965404,7485,77943,53261,24407,275,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T15:32:48Z,6804289,99,0.49,0.498,20ab91969fca1f2c63e7fb786ec352e74abcae33.json,2020-11-12T15:32:48Z,6804289,1237062,3332390,254574,3385524,971351,78032,10375,6804289,1236651,426583,3332390,254574,3385524,971351,78032,10375,PAGeneralConcatenator-2020-11-12T15-35-55.026Z.json,6792115,4189557,2578890,23668,45169,3330694,2728754,588547,13393,3383427,1407541,1965920,9966,77994,53262,24423,309,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T15:36:47Z,6804293,99,0.49,0.498,a3bf81d058508af8f1b252991f3432d838a214df.json,2020-11-12T15:36:47Z,6804293,1237062,3332393,254574,3385525,971351,78032,10375,6804293,1236651,426583,3332393,254574,3385525,971351,78032,10375,PAGeneralConcatenator-2020-11-12T15-40-55.363Z.json,6792119,4189557,2578894,23668,45169,3330697,2728754,588550,13393,3383428,1407541,1965921,9966,77994,53262,24423,309,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T15:49:45Z,6812329,99,0.49,0.498,76e66d026125122b0fc8ebd4742e2997003617d4.json,2020-11-12T15:49:45Z,6812329,1237062,3335972,254574,3389870,971351,78123,10375,6812329,1236651,426583,3335972,254574,3389870,971351,78123,10375,PAGeneralConcatenator-2020-11-12T16-11-28.497Z.json,6793552,4189556,2580327,23669,45169,3331116,2728753,588969,13394,3384415,1407541,1966908,9966,78021,53262,24450,309,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T17:10:48Z,6812596,99,0.49,0.498,2291fce8a28090a603b4721dd111ba43a51ffdeb.json,2020-11-12T17:10:48Z,6812596,1237062,3336138,254574,3389963,971351,78131,10375,6812596,1236651,426583,3336138,254574,3389963,971351,78131,10375,PAGeneralConcatenator-2020-11-12T17-10-41.078Z.json,6801834,4189667,2580337,31830,43718,3334861,2728810,588975,17076,3388853,1407589,1966912,14352,78120,53268,24450,402,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T19:08:48Z,6812601,99,0.49,0.498,06049a77fadef52eff8cb71a86dca065d66efdf2.json,2020-11-12T19:08:48Z,6812601,1237062,3336140,254574,3389966,971351,78131,10375,6812601,1236651,426583,3336140,254574,3389966,971351,78131,10375,PAGeneralConcatenator-2020-11-12T19-10-40.148Z.json,6801839,4189667,2580339,31833,43718,3334863,2728810,588976,17077,3388856,1407589,1966913,14354,78120,53268,24450,402,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T19:18:47Z,6812609,99,0.49,0.498,c798c7f77bb279028a35d941df292482b5f4cded.json,2020-11-12T19:18:47Z,6812609,1237062,3336144,254574,3389970,971351,78131,10375,6812609,1236651,426583,3336144,254574,3389970,971351,78131,10375,PAGeneralConcatenator-2020-11-12T19-21-00.379Z.json,6801847,4189667,2580347,31833,43718,3334867,2728810,588980,17077,3388860,1407589,1966917,14354,78120,53268,24450,402,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T19:30:48Z,6812854,99,0.49,0.498,e76558f9d4a728e65482a2d6165aa1343b4f4845.json,2020-11-12T19:30:48Z,6812854,1237062,3336331,254574,3390026,971351,78133,10375,6812854,1236651,426583,3336331,254574,3390026,971351,78133,10375,PAGeneralConcatenator-2020-11-12T19-31-07.812Z.json,6802092,4189667,2580419,32006,43718,3335054,2728810,589019,17225,3388916,1407589,1966950,14377,78122,53268,24450,404,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T20:10:47Z,6812866,99,0.49,0.498,08db482aa65f6fec98b53f927fdaabf692497198.json,2020-11-12T20:10:47Z,6812866,1237062,3336338,254574,3390031,971351,78133,10375,6812866,1236651,426583,3336338,254574,3390031,971351,78133,10375,PAGeneralConcatenator-2020-11-12T20-11-06.905Z.json,6802104,4189667,2580431,32006,43718,3335061,2728810,589026,17225,3388921,1407589,1966955,14377,78122,53268,24450,404,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T20:20:48Z,6813048,99,0.49,0.498,319ec3a63ea3a15d02c50e8fc07142f9664c6129.json,2020-11-12T20:20:48Z,6813048,1237062,3336479,254574,3390070,971351,78135,10375,6813048,1236651,426583,3336479,254574,3390070,971351,78135,10375,PAGeneralConcatenator-2020-11-12T20-21-27.263Z.json,6802286,4189667,2580433,32186,43718,3335202,2728810,589028,17364,3388960,1407589,1966955,14416,78124,53268,24450,406,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T20:28:46Z,6815253,99,0.49,0.498,96ecd29423a3ed6eb99da37ccd293b447f457e54.json,2020-11-12T20:28:46Z,6815253,1237062,3337342,254574,3391371,971351,78167,10375,6815253,1236651,426583,3337342,254574,3391371,971351,78167,10375,PAGeneralConcatenator-2020-11-12T20-21-27.263Z.json,6802286,4189667,2580433,32186,43718,3335202,2728810,589028,17364,3388960,1407589,1966955,14416,78124,53268,24450,406,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T20:54:48Z,6815320,99,0.49,0.498,c6543068f46c833448513e740de26260f46152a5.json,2020-11-12T20:54:48Z,6815320,1237062,3337398,254574,3391382,971351,78167,10375,6815320,1236651,426583,3337398,254574,3391382,971351,78167,10375,PAGeneralConcatenator-2020-11-12T20-55-45.262Z.json,6802353,4189667,2580433,32253,43718,3335258,2728810,589028,17420,3388971,1407589,1966955,14427,78124,53268,24450,406,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T21:34:49Z,6816543,99,0.49,0.498,c6543068f46c833448513e740de26260f46152a5.json,2020-11-12T20:54:48Z,6815320,1237062,3337398,254574,3391382,971351,78167,10375,6815320,1236651,426583,3337398,254574,3391382,971351,78167,10375,PAGeneralConcatenator-2020-11-12T20-55-45.262Z.json,6802353,4189667,2580433,32253,43718,3335258,2728810,589028,17420,3388971,1407589,1966955,14427,78124,53268,24450,406,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T21:36:50Z,6818731,99,0.49,0.498,8ff43094e1c632f35bfd50d86038eb50e47e7dda.json,2020-11-12T21:36:50Z,6818731,1237062,3338752,254574,3393365,971351,78241,10375,6818731,1236651,426583,3338752,254574,3393365,971351,78241,10375,PAGeneralConcatenator-2020-11-12T21-48-13.571Z.json,6807960,4189667,2582462,35831,42766,3337475,2728810,589572,19093,3392255,1407589,1968395,16271,78230,53268,24495,467,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T22:12:48Z,6819061,99,0.49,0.498,8ff43094e1c632f35bfd50d86038eb50e47e7dda.json,2020-11-12T21:36:50Z,6818731,1237062,3338752,254574,3393365,971351,78241,10375,6818731,1236651,426583,3338752,254574,3393365,971351,78241,10375,PAGeneralConcatenator-2020-11-12T21-48-13.571Z.json,6807960,4189667,2582462,35831,42766,3337475,2728810,589572,19093,3392255,1407589,1968395,16271,78230,53268,24495,467,2129100,752576,1351608,20607
Pennsylvania,2020-11-12T22:16:51Z,6820053,99,0.49,0.498,e08e29b4abd90f467402002550f631357e2a89f7.json,2020-11-12T22:16:51Z,6820053,1237062,3339609,254574,3393882,971351,78260,10375,6820053,1236651,426583,3339609,254574,3393882,971351,78260,10375,PAGeneralConcatenator-2020-11-12T22-17-38.411Z.json,6808347,4189667,2582461,36219,42766,3337751,2728810,589573,19368,3392358,1407589,1968392,16377,78238,53268,24496,474,2129100,752576,1351608,20607
Pennsylvania,2020-11-13T01:26:45Z,6824120,99,0.49,0.498,e89f7495b2daee54f3011c68c000e01b9a4ebc80.json,2020-11-13T01:26:45Z,6824120,1237389,3341382,254653,3396108,971598,78318,10376,6824120,1236978,426583,3341382,254653,3396108,971598,78318,10376,PAGeneralConcatenator-2020-11-13T04-39-56.628Z.json,6808347,4189667,2582461,36219,42766,3337751,2728810,589573,19368,3392358,1407589,1968392,16377,78238,53268,24496,474,2135641,753398,1357274,20637
Pennsylvania,2020-11-13T13:29:00Z,6828529,99,0.489,0.498,7a80b30b9043d31d66f04785d233407572017f72.json,2020-11-13T13:29:00Z,6828529,1237389,3341724,254653,3400164,971598,78329,10376,6828529,1236978,426583,3341724,254653,3400164,971598,78329,10376,PAGeneralConcatenator-2020-11-13T14-00-59.777Z.json,6816813,4189667,2587197,39949,42766,3339866,2728810,589994,21062,3398640,1407589,1972695,18356,78307,53268,24508,531,2135641,753398,1357274,20637
